id,description,dataType
2343448,"Cookie, shortbread, with icing or filling",Survey (FNDDS)
2343449,Pocky,Survey (FNDDS)
2343450,"Cookie, animal",Survey (FNDDS)
2343451,"Cookie, animal, with frosting or icing",Survey (FNDDS)
2343452,"Cookie, butter or sugar",Survey (FNDDS)
2343453,Marie biscuit,Survey (FNDDS)
2343454,"Cookie, butter or sugar, with fruit and/or nuts",Survey (FNDDS)
2343455,"Cookie, sugar wafer",Survey (FNDDS)
2343456,"Cookie, toffee bar",Survey (FNDDS)
2343457,"Cookie, vanilla sandwich",Survey (FNDDS)
2343458,"Cookie, vanilla sandwich, extra filling",Survey (FNDDS)
2343459,"Cookie, vanilla sandwich, reduced fat",Survey (FNDDS)
2343460,"Cookie, butter or sugar, with chocolate icing or filling",Survey (FNDDS)
2343461,"Cookie, butter or sugar, with icing or filling other than chocolate",Survey (FNDDS)
2343462,"Cookie, tea, Japanese",Survey (FNDDS)
2343463,"Cookie, vanilla wafer",Survey (FNDDS)
2343464,"Cookie, vanilla wafer, reduced fat",Survey (FNDDS)
2343465,"Cookie, vanilla with caramel, coconut, and chocolate coating",Survey (FNDDS)
2343466,"Cookie, rugelach",Survey (FNDDS)
2343467,"Cookie, chocolate chip, sugar free",Survey (FNDDS)
2343468,"Cookie, oatmeal, sugar free",Survey (FNDDS)
2343469,"Cookie, sandwich, sugar free",Survey (FNDDS)
2343470,"Cookie, sugar or plain, sugar free",Survey (FNDDS)
2343471,"Cookie, sugar wafer, sugar free",Survey (FNDDS)
2343472,"Cookie, peanut butter, sugar free",Survey (FNDDS)
2343473,"Cookie, gluten free",Survey (FNDDS)
2343474,"Cookies, Puerto Rican style",Survey (FNDDS)
2343475,"Pie, NFS",Survey (FNDDS)
2343476,"Tart, all types",Survey (FNDDS)
2343477,"Pie, apple",Survey (FNDDS)
2343478,"Pie, apple, fast food",Survey (FNDDS)
2343479,"Pie, berry",Survey (FNDDS)
2343480,"Pie, blueberry",Survey (FNDDS)
2343481,"Pie, cherry",Survey (FNDDS)
2343482,"Pie, lemon",Survey (FNDDS)
2343483,"Pie, key lime",Survey (FNDDS)
2343484,"Pie, peach",Survey (FNDDS)
2343485,"Pie, strawberry",Survey (FNDDS)
2343486,"Pie, banana cream",Survey (FNDDS)
2343487,"Pie, chocolate cream",Survey (FNDDS)
2343488,"Pie, coconut cream",Survey (FNDDS)
2343489,"Pie, custard",Survey (FNDDS)
2343490,Dessert pizza,Survey (FNDDS)
2343491,"Pie, peanut butter cream",Survey (FNDDS)
2343492,"Pie, pineapple cream",Survey (FNDDS)
2343493,"Pie, pumpkin",Survey (FNDDS)
2343494,"Pie, sweet potato",Survey (FNDDS)
2343495,"Pie, vanilla cream",Survey (FNDDS)
2343496,"Pie, lemon meringue",Survey (FNDDS)
2343497,"Pie, pecan",Survey (FNDDS)
2343498,"Pie, oatmeal",Survey (FNDDS)
2343499,Pie shell,Survey (FNDDS)
2343500,"Pie shell, graham cracker",Survey (FNDDS)
2343501,"Pie shell, chocolate",Survey (FNDDS)
2343502,"Cobbler, apple",Survey (FNDDS)
2343503,"Cobbler, berry",Survey (FNDDS)
2343504,"Cobbler, cherry",Survey (FNDDS)
2343505,"Cobbler, peach",Survey (FNDDS)
2343506,"Crisp, apple",Survey (FNDDS)
2343507,"Fritter, plain",Survey (FNDDS)
2343508,"Fritter, fruit",Survey (FNDDS)
2343509,"Crisp, berry",Survey (FNDDS)
2343510,"Crisp, cherry",Survey (FNDDS)
2343511,"Crisp, peach",Survey (FNDDS)
2343512,"Cream puff, eclair, custard or cream filled, NS as to icing",Survey (FNDDS)
2343513,"Cream puff, eclair, custard or cream filled, not iced",Survey (FNDDS)
2343514,"Cream puff, eclair, custard or cream filled, iced",Survey (FNDDS)
2343515,"Cream puff, eclair, custard or cream filled, iced, reduced fat",Survey (FNDDS)
2343516,"Cream puff, no filling or icing",Survey (FNDDS)
2343517,"Sopaipilla, without syrup or honey",Survey (FNDDS)
2343518,Sopaipilla with syrup or honey,Survey (FNDDS)
2343519,"Crepe, chocolate filled",Survey (FNDDS)
2343520,"Crepe, fruit filled",Survey (FNDDS)
2343521,"Tamale, sweet",Survey (FNDDS)
2343522,"Strudel, apple",Survey (FNDDS)
2343523,"Strudel, berry",Survey (FNDDS)
2343524,"Strudel, cherry",Survey (FNDDS)
2343525,"Strudel, cheese",Survey (FNDDS)
2343526,"Strudel, peach",Survey (FNDDS)
2343527,Baklava,Survey (FNDDS)
2343528,Basbousa,Survey (FNDDS)
2343529,"Turnover, fruit",Survey (FNDDS)
2343530,"Pastry, fruit-filled",Survey (FNDDS)
2343531,"Pastry, made with bean or lotus seed paste filling, baked",Survey (FNDDS)
2343532,"Pastry, made with bean paste and salted egg yolk filling, baked",Survey (FNDDS)
2343533,"Pastry, Chinese, made with rice flour",Survey (FNDDS)
2343534,"Pastry, cookie type, fried",Survey (FNDDS)
2343535,"Pastry, Italian, with cheese",Survey (FNDDS)
2343536,"Pastry, puff",Survey (FNDDS)
2343537,"Pastry, puff, custard or cream filled, iced or not iced",Survey (FNDDS)
2343538,Cheese pastry puffs,Survey (FNDDS)
2343539,"Pastry, mainly flour and water, fried",Survey (FNDDS)
2343540,"Empanada, fruit",Survey (FNDDS)
2343541,"Breakfast pastry, NFS",Survey (FNDDS)
2343542,"Danish pastry, plain or spice",Survey (FNDDS)
2343543,"Danish pastry, with fruit",Survey (FNDDS)
2343544,"Danish pastry, with cheese",Survey (FNDDS)
2343545,"Doughnut, NFS",Survey (FNDDS)
2343546,"Doughnut, cake type, plain",Survey (FNDDS)
2343547,"Doughnut, chocolate",Survey (FNDDS)
2343548,"Doughnut, cake type, powdered sugar",Survey (FNDDS)
2343549,"Doughnut, cake type, with icing",Survey (FNDDS)
2343550,"Doughnut, cake type, chocolate icing",Survey (FNDDS)
2343551,"Doughnut, chocolate, with chocolate icing",Survey (FNDDS)
2343552,Doughnut holes,Survey (FNDDS)
2343553,Churros,Survey (FNDDS)
2343554,Beignet,Survey (FNDDS)
2343555,"Doughnut, yeast type",Survey (FNDDS)
2343556,"Doughnut, yeast type, with chocolate icing",Survey (FNDDS)
2343557,"Doughnut, jelly",Survey (FNDDS)
2343558,"Doughnut, custard-filled",Survey (FNDDS)
2343559,"Doughnut, custard-filled, with icing",Survey (FNDDS)
2343560,Breakfast tart,Survey (FNDDS)
2343561,"Breakfast tart, lowfat",Survey (FNDDS)
2343562,"Coffee cake, crumb or quick-bread type",Survey (FNDDS)
2343563,"Coffee cake, crumb or quick-bread type, with fruit",Survey (FNDDS)
2343564,"Coffee cake, crumb or quick-bread type, cheese-filled",Survey (FNDDS)
2343565,Cereal or granola bar (General Mills Fiber One Chewy Bar),Survey (FNDDS)
2343566,Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),Survey (FNDDS)
2343567,Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),Survey (FNDDS)
2343568,Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar),Survey (FNDDS)
2343569,Milk 'n Cereal bar,Survey (FNDDS)
2343570,Cereal or granola bar (Kellogg's Special K bar),Survey (FNDDS)
2343571,Cereal or granola bar (Kashi Chewy),Survey (FNDDS)
2343572,Cereal or granola bar (Kashi Crunchy),Survey (FNDDS)
2343573,Cereal or granola bar (KIND Fruit and Nut Bar),Survey (FNDDS)
2343574,Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix),Survey (FNDDS)
2343575,"Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)",Survey (FNDDS)
2343576,Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar),Survey (FNDDS)
2343577,Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar),Survey (FNDDS)
2343578,Cereal or granola bar (Quaker Chewy Granola Bar),Survey (FNDDS)
2343579,Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar),Survey (FNDDS)
2343580,Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar),Survey (FNDDS)
2343581,Cereal or granola bar (Quaker Chewy Dipps Granola Bar),Survey (FNDDS)
2343582,Cereal or granola bar (Quaker Granola Bites),Survey (FNDDS)
2343583,"Snack bar, oatmeal",Survey (FNDDS)
2343584,"Cereal or Granola bar, NFS",Survey (FNDDS)
2343585,"Cereal or granola bar, lowfat, NFS",Survey (FNDDS)
2343586,"Cereal or granola bar, nonfat",Survey (FNDDS)
2343587,"Cereal or granola bar, reduced sugar, NFS",Survey (FNDDS)
2343588,"Cereal or granola bar, fruit and nut",Survey (FNDDS)
2343589,"Cereal or granola bar, peanuts , oats, sugar, wheat germ",Survey (FNDDS)
2343590,"Cereal or granola bar, chocolate coated, NFS",Survey (FNDDS)
2343591,"Cereal or granola bar, with coconut, chocolate coated",Survey (FNDDS)
2343592,"Cereal or granola bar with nuts, chocolate coated",Survey (FNDDS)
2343593,"Cereal or granola bar, oats, nuts, coated with non-chocolate coating",Survey (FNDDS)
2343594,"Cereal or granola bar, coated with non-chocolate coating",Survey (FNDDS)
2343595,"Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating",Survey (FNDDS)
2343596,"Cereal or granola bar, with rice cereal",Survey (FNDDS)
2343597,"Breakfast bar, NFS",Survey (FNDDS)
2343598,"Breakfast bar, date, with yogurt coating",Survey (FNDDS)
2343599,"Breakfast bar, cereal crust with fruit filling, lowfat",Survey (FNDDS)
2343600,Nutrition bar (Balance Original Bar),Survey (FNDDS)
2343601,Nutrition bar (Clif Bar),Survey (FNDDS)
2343602,Nutrition bar (Clif Kids Organic Zbar),Survey (FNDDS)
2343603,Nutrition bar (PowerBar),Survey (FNDDS)
2343604,Nutrition bar (Slim Fast Original Meal Bar),Survey (FNDDS)
2343605,Nutrition bar (Snickers Marathon Protein Bar),Survey (FNDDS)
2343606,Nutrition bar (South Beach Living Meal Bar),Survey (FNDDS)
2343607,Nutrition bar (South Beach Living High Protein Bar),Survey (FNDDS)
2343608,Nutrition bar (Tiger's Milk),Survey (FNDDS)
2343609,Nutrition bar (Zone Perfect Classic Crunch),Survey (FNDDS)
2343610,"Nutrition bar or meal replacement bar, NFS",Survey (FNDDS)
2343611,"Baby Toddler snack, NFS",Survey (FNDDS)
2343612,Baby Toddler bar,Survey (FNDDS)
2343613,Baby Toddler cookie,Survey (FNDDS)
2343614,Baby Toddler biscuit,Survey (FNDDS)
2343615,"Crackers, NFS",Survey (FNDDS)
2343616,Graham crackers,Survey (FNDDS)
2343617,Graham crackers (Teddy Grahams),Survey (FNDDS)
2343618,"Graham crackers, chocolate covered",Survey (FNDDS)
2343619,"Crackers, oatmeal",Survey (FNDDS)
2343620,"Crackers, Cuban",Survey (FNDDS)
2343621,"Graham crackers, reduced fat",Survey (FNDDS)
2343622,"Graham crackers, sandwich, with filling",Survey (FNDDS)
2343623,"Crackers, breakfast biscuit",Survey (FNDDS)
2343624,"Crackers, butter, reduced sodium",Survey (FNDDS)
2343625,"Crackers, matzo, reduced sodium",Survey (FNDDS)
2343626,"Crackers, saltine, reduced sodium",Survey (FNDDS)
2343627,"Crackers, wheat, reduced sodium",Survey (FNDDS)
2343628,"Crackers, woven wheat, reduced sodium",Survey (FNDDS)
2343629,"Crackers, butter, plain",Survey (FNDDS)
2343630,"Crackers, butter, flavored",Survey (FNDDS)
2343631,"Crackers, butter (Ritz)",Survey (FNDDS)
2343632,"Crackers, butter, reduced fat",Survey (FNDDS)
2343633,"Crackers, cheese",Survey (FNDDS)
2343634,"Crackers, cheese (Cheez-It)",Survey (FNDDS)
2343635,"Crackers, cheese (Goldfish)",Survey (FNDDS)
2343636,"Crackers, cheese, reduced fat",Survey (FNDDS)
2343637,"Crackers, cheese, reduced sodium",Survey (FNDDS)
2343638,"Crackers, cheese, whole grain",Survey (FNDDS)
2343639,"Crackers, crispbread",Survey (FNDDS)
2343640,"Crackers, flatbread",Survey (FNDDS)
2343641,"Crackers, matzo",Survey (FNDDS)
2343642,"Crackers, milk",Survey (FNDDS)
2343643,"Crackers, oyster",Survey (FNDDS)
2343644,"Chips, rice",Survey (FNDDS)
2343645,Rice cake,Survey (FNDDS)
2343646,"Crackers, rice",Survey (FNDDS)
2343647,"Crackers, rice and nuts",Survey (FNDDS)
2343648,Popcorn cake,Survey (FNDDS)
2343649,Rice paper,Survey (FNDDS)
2343650,"Crackers, saltine",Survey (FNDDS)
2343651,"Crackers, saltine, reduced fat",Survey (FNDDS)
2343652,"Crackers, saltine, multigrain",Survey (FNDDS)
2343653,"Crackers, multigrain",Survey (FNDDS)
2343654,"Crackers, sandwich",Survey (FNDDS)
2343655,"Crackers, sandwich, peanut butter filled",Survey (FNDDS)
2343656,"Crackers, sandwich, peanut butter filled (Ritz)",Survey (FNDDS)
2343657,"Crackers, sandwich, reduced fat, peanut butter filled",Survey (FNDDS)
2343658,"Crackers, whole grain, sandwich, peanut butter filled",Survey (FNDDS)
2343659,"Crackers, sandwich, cheese filled",Survey (FNDDS)
2343660,"Crackers, sandwich, cheese filled (Ritz)",Survey (FNDDS)
2343661,"Crackers, water",Survey (FNDDS)
2343662,"Crackers, wonton",Survey (FNDDS)
2343663,"Crackers, woven wheat",Survey (FNDDS)
2343664,"Crackers, woven wheat, plain (Triscuit)",Survey (FNDDS)
2343665,"Crackers, woven wheat, flavored (Triscuit)",Survey (FNDDS)
2343666,"Crackers, woven wheat, reduced fat",Survey (FNDDS)
2343667,"Crackers, wheat",Survey (FNDDS)
2343668,"Crackers, wheat, plain (Wheat Thins)",Survey (FNDDS)
2343669,"Crackers, wheat, flavored (Wheat Thins)",Survey (FNDDS)
2343670,"Crackers, wheat, reduced fat",Survey (FNDDS)
2343671,"Crackers, gluten free, plain",Survey (FNDDS)
2343672,"Crackers, gluten free, flavored",Survey (FNDDS)
2343673,Baby Toddler crackers,Survey (FNDDS)
2343674,"Baby Toddler puffs, fruit",Survey (FNDDS)
2343675,"Baby Toddler puffs, vegetable",Survey (FNDDS)
2343676,Baby Toddler crunchies,Survey (FNDDS)
2343677,Baby Toddler wheels,Survey (FNDDS)
2343678,Corn nuts,Survey (FNDDS)
2343679,"Corn chips, plain",Survey (FNDDS)
2343680,"Corn chips, flavored",Survey (FNDDS)
2343681,"Corn chips, plain (Fritos)",Survey (FNDDS)
2343682,"Corn chips, flavored (Fritos)",Survey (FNDDS)
2343683,Cheese flavored corn snacks,Survey (FNDDS)
2343684,"Cheese flavored corn snacks, reduced fat",Survey (FNDDS)
2343685,"Tortilla chips, plain",Survey (FNDDS)
2343686,Cheese flavored corn snacks (Cheetos),Survey (FNDDS)
2343687,"Tortilla chips, flavored",Survey (FNDDS)
2343688,"Corn chips, reduced sodium",Survey (FNDDS)
2343689,"Tortilla chips, nacho cheese flavor (Doritos)",Survey (FNDDS)
2343690,"Tortilla chips, cool ranch flavor (Doritos)",Survey (FNDDS)
2343691,"Tortilla chips, other flavors (Doritos)",Survey (FNDDS)
2343692,"Tortilla chips, reduced fat, plain",Survey (FNDDS)
2343693,"Tortilla chips, reduced fat, flavored",Survey (FNDDS)
2343694,"Tortilla chips, low fat, unsalted",Survey (FNDDS)
2343695,"Tortilla chips, reduced sodium",Survey (FNDDS)
2343696,Snack mix,Survey (FNDDS)
2343697,"Potato chips, restructured, multigrain",Survey (FNDDS)
2343698,Pita chips,Survey (FNDDS)
2343699,"Popcorn, NFS",Survey (FNDDS)
2343700,"Popcorn, movie theater, with added butter",Survey (FNDDS)
2343701,"Popcorn, movie theater, no butter added",Survey (FNDDS)
2343702,"Popcorn, air-popped, no butter added",Survey (FNDDS)
2343703,"Popcorn, air-popped, with added butter",Survey (FNDDS)
2343704,"Popcorn, popped in oil, no butter added",Survey (FNDDS)
2343705,"Popcorn, popped in oil, with added butter",Survey (FNDDS)
2343706,"Popcorn, microwave, NFS",Survey (FNDDS)
2343707,"Popcorn, microwave, plain",Survey (FNDDS)
2343708,"Popcorn, microwave, plain, light",Survey (FNDDS)
2343709,"Popcorn, microwave, low sodium",Survey (FNDDS)
2343710,"Popcorn, microwave, butter flavored",Survey (FNDDS)
2343711,"Popcorn, microwave, flavored, light",Survey (FNDDS)
2343712,"Popcorn, microwave, cheese flavored",Survey (FNDDS)
2343713,"Popcorn, microwave, kettle",Survey (FNDDS)
2343714,"Popcorn, ready-to-eat, NFS",Survey (FNDDS)
2343715,"Popcorn, ready-to-eat, plain",Survey (FNDDS)
2343716,"Popcorn, ready-to-eat, plain, light",Survey (FNDDS)
2343717,"Popcorn, ready-to-eat, low sodium",Survey (FNDDS)
2343718,"Popcorn, ready-to-eat, butter flavored",Survey (FNDDS)
2343719,"Popcorn, ready-to-eat, cheese flavored",Survey (FNDDS)
2343720,"Popcorn, ready-to-eat, flavored, light",Survey (FNDDS)
2343721,"Popcorn, ready-to-eat, kettle",Survey (FNDDS)
2343722,"Popcorn, caramel coated",Survey (FNDDS)
2343723,"Popcorn, caramel coated, with nuts",Survey (FNDDS)
2343724,"Popcorn, chocolate coated",Survey (FNDDS)
2343725,"Popcorn chips, plain",Survey (FNDDS)
2343726,"Popcorn chips, other flavors",Survey (FNDDS)
2343727,"Popcorn chips, sweet flavors",Survey (FNDDS)
2343728,Onion flavored rings,Survey (FNDDS)
2343729,Shrimp chips,Survey (FNDDS)
2343730,"Pretzels, NFS",Survey (FNDDS)
2343731,"Pretzels, hard, NFS",Survey (FNDDS)
2343732,"Pretzels, hard, plain, salted",Survey (FNDDS)
2343733,"Pretzels, hard, plain, lightly salted",Survey (FNDDS)
2343734,"Pretzels, hard, plain, unsalted",Survey (FNDDS)
2343735,"Pretzels, hard, flavored",Survey (FNDDS)
2343736,"Pretzels, hard, multigrain",Survey (FNDDS)
2343737,"Pretzels, hard, plain, gluten free",Survey (FNDDS)
2343738,"Pretzels, hard, flavored, gluten free",Survey (FNDDS)
2343739,"Pretzel chips, hard, plain",Survey (FNDDS)
2343740,"Pretzel chips, hard, flavored",Survey (FNDDS)
2343741,"Pretzel chips, hard, gluten free",Survey (FNDDS)
2343742,"Pretzels, hard, coated, NFS",Survey (FNDDS)
2343743,"Pretzels, hard, chocolate coated",Survey (FNDDS)
2343744,"Pretzels, hard, white chocolate coated",Survey (FNDDS)
2343745,"Pretzels, hard, yogurt coated",Survey (FNDDS)
2343746,"Pretzels, hard, coated, gluten free",Survey (FNDDS)
2343747,"Pretzels, hard, filled, NFS",Survey (FNDDS)
2343748,"Pretzels, hard, cheese filled",Survey (FNDDS)
2343749,"Pretzels, hard, peanut butter filled",Survey (FNDDS)
2343750,"Pretzels, soft, NFS",Survey (FNDDS)
2343751,"Pretzels, soft, ready-to-eat, NFS",Survey (FNDDS)
2343752,"Pretzels, soft, ready-to-eat, salted, buttered",Survey (FNDDS)
2343753,"Pretzels, soft, ready-to-eat, unsalted, buttered",Survey (FNDDS)
2343754,"Pretzels, soft, ready-to-eat, salted, no butter",Survey (FNDDS)
2343755,"Pretzels, soft, ready-to-eat, unsalted, no butter",Survey (FNDDS)
2343756,"Pretzels, soft, ready-to-eat, cinnamon sugar coated",Survey (FNDDS)
2343757,"Pretzels, soft, ready-to-eat, coated or flavored",Survey (FNDDS)
2343758,"Pretzels, soft, ready-to-eat, topped with meat",Survey (FNDDS)
2343759,"Pretzels, soft, ready-to-eat, topped with cheese",Survey (FNDDS)
2343760,"Pretzels, soft, from frozen, NFS",Survey (FNDDS)
2343761,"Pretzels, soft, from frozen, salted",Survey (FNDDS)
2343762,"Pretzels, soft, from frozen, unsalted",Survey (FNDDS)
2343763,"Pretzels, soft, from frozen, cinnamon sugar coated",Survey (FNDDS)
2343764,"Pretzels, soft, from frozen, coated or flavored",Survey (FNDDS)
2343765,"Pretzels, soft, from frozen, topped with meat",Survey (FNDDS)
2343766,"Pretzels, soft, from frozen, topped with cheese",Survey (FNDDS)
2343767,"Pretzels, soft, filled with cheese",Survey (FNDDS)
2343768,"Pretzels, soft, from school lunch",Survey (FNDDS)
2343769,"Pretzels, soft, multigrain",Survey (FNDDS)
2343770,"Pretzels, soft, gluten free",Survey (FNDDS)
2343771,"Pretzels, soft, gluten free, cinnamon sugar coated",Survey (FNDDS)
2343772,"Pretzels, soft, gluten free, coated or flavored",Survey (FNDDS)
2343773,Multigrain chips (Sun Chips),Survey (FNDDS)
2343774,"Snack mix, plain (Chex Mix)",Survey (FNDDS)
2343775,Bagel chips,Survey (FNDDS)
2343776,Cracker chips,Survey (FNDDS)
2343777,"Pancakes, NFS",Survey (FNDDS)
2343778,"Pancakes, plain, frozen",Survey (FNDDS)
2343779,"Pancakes, fruit, frozen",Survey (FNDDS)
2343780,"Pancakes, chocolate, frozen",Survey (FNDDS)
2343781,"Pancakes, whole grain, frozen",Survey (FNDDS)
2343782,"Pancakes, plain, fast food / restaurant",Survey (FNDDS)
2343783,"Pancakes, fruit, fast food / restaurant",Survey (FNDDS)
2343784,"Pancakes, chocolate, fast food / restaurant",Survey (FNDDS)
2343785,"Pancakes, whole grain, fast food / restaurant",Survey (FNDDS)
2343786,"Pancakes, school",Survey (FNDDS)
2343787,"Pancakes, plain",Survey (FNDDS)
2343788,"Pancakes, plain, reduced fat",Survey (FNDDS)
2343789,"Pancakes, fruit",Survey (FNDDS)
2343790,"Pancakes, pumpkin",Survey (FNDDS)
2343791,"Pancakes, chocolate",Survey (FNDDS)
2343792,"Pancakes, whole grain",Survey (FNDDS)
2343793,"Pancakes, whole grain, reduced fat",Survey (FNDDS)
2343794,"Pancakes, gluten free",Survey (FNDDS)
2343795,"Waffle, NFS",Survey (FNDDS)
2343796,"Waffle, plain, frozen",Survey (FNDDS)
2343797,"Waffle, plain, reduced fat",Survey (FNDDS)
2343798,"Waffle, fruit, frozen",Survey (FNDDS)
2343799,"Waffle, chocolate, frozen",Survey (FNDDS)
2343800,"Waffle, whole grain, frozen",Survey (FNDDS)
2343801,"Waffle, whole grain, reduced fat",Survey (FNDDS)
2343802,"Waffle, whole grain, fruit, frozen",Survey (FNDDS)
2343803,"Waffle, plain, fast food / restaurant",Survey (FNDDS)
2343804,"Waffle, chocolate, fast food / restaurant",Survey (FNDDS)
2343805,"Waffle, fruit, fast food / restaurant",Survey (FNDDS)
2343806,"Waffle, whole grain, fast food / restaurant",Survey (FNDDS)
2343807,"Waffle, school",Survey (FNDDS)
2343808,"Waffle, plain",Survey (FNDDS)
2343809,"Waffle, fruit",Survey (FNDDS)
2343810,"Waffle, chocolate",Survey (FNDDS)
2343811,"Waffle, cinnamon",Survey (FNDDS)
2343812,"Waffle, whole grain",Survey (FNDDS)
2343813,"Waffle, gluten free",Survey (FNDDS)
2343814,"French toast, NFS",Survey (FNDDS)
2343815,"French toast, frozen",Survey (FNDDS)
2343816,"French toast, fast food / restaurant",Survey (FNDDS)
2343817,"French toast, school",Survey (FNDDS)
2343818,"French toast, plain",Survey (FNDDS)
2343819,"French toast, whole grain",Survey (FNDDS)
2343820,"French toast, gluten free",Survey (FNDDS)
2343821,French toast sticks,Survey (FNDDS)
2343822,"French toast sticks, fast food / restaurant",Survey (FNDDS)
2343823,"French toast sticks, school",Survey (FNDDS)
2343824,"Crepe, NFS",Survey (FNDDS)
2343825,"Crepe, plain",Survey (FNDDS)
2343826,Chinese pancake,Survey (FNDDS)
2343827,"Dumpling, no meat",Survey (FNDDS)
2343828,Cake made with glutinous rice,Survey (FNDDS)
2343829,Idli,Survey (FNDDS)
2343830,"Dosa, plain",Survey (FNDDS)
2343831,Cake made with glutinous rice and dried beans,Survey (FNDDS)
2343832,Funnel cake with sugar,Survey (FNDDS)
2343833,Funnel cake with sugar and fruit,Survey (FNDDS)
2343834,"Pasta, vegetable, cooked",Survey (FNDDS)
2343835,"Noodles, cooked",Survey (FNDDS)
2343836,"Noodles, whole grain, cooked",Survey (FNDDS)
2343837,"Noodles, vegetable, cooked",Survey (FNDDS)
2343838,"Noodles, chow mein",Survey (FNDDS)
2343839,"Long rice noodles, made from mung beans, cooked",Survey (FNDDS)
2343840,"Rice noodles, cooked",Survey (FNDDS)
2343841,"Pasta, cooked",Survey (FNDDS)
2343842,"Pasta, whole grain, cooked",Survey (FNDDS)
2343843,"Pasta, gluten free",Survey (FNDDS)
2343844,"Cereal, cooked, NFS",Survey (FNDDS)
2343845,Barley,Survey (FNDDS)
2343846,Buckwheat groats,Survey (FNDDS)
2343847,"Grits, NFS",Survey (FNDDS)
2343848,"Grits, regular or quick, made with water, NS as to fat",Survey (FNDDS)
2343849,"Grits, regular or quick, made with water, no added fat",Survey (FNDDS)
2343850,"Grits, regular or quick, made with water, fat added",Survey (FNDDS)
2343851,"Grits, with cheese, NS as to fat",Survey (FNDDS)
2343852,"Grits, with cheese, no added fat",Survey (FNDDS)
2343853,"Grits, with cheese, fat added",Survey (FNDDS)
2343854,"Grits, instant, made with water, no added fat",Survey (FNDDS)
2343855,"Grits, instant, made with water, fat added",Survey (FNDDS)
2343856,"Grits, instant, made with water, NS as to fat",Survey (FNDDS)
2343857,"Cornmeal mush, NS as to fat",Survey (FNDDS)
2343858,"Cornmeal mush, no added fat",Survey (FNDDS)
2343859,"Cornmeal mush, fat added",Survey (FNDDS)
2343860,"Masa harina, cooked",Survey (FNDDS)
2343861,Millet,Survey (FNDDS)
2343862,"Oatmeal, fast food, plain",Survey (FNDDS)
2343863,"Oatmeal, fast food, flavored",Survey (FNDDS)
2343864,"Oatmeal, NFS",Survey (FNDDS)
2343865,"Oatmeal, regular or quick, made with water, no added fat",Survey (FNDDS)
2343866,"Oatmeal, regular or quick, made with water, fat added",Survey (FNDDS)
2343867,"Oatmeal, regular or quick, made with milk, no added fat",Survey (FNDDS)
2343868,"Oatmeal, regular or quick, made with milk, fat added",Survey (FNDDS)
2343869,"Oatmeal, regular or quick, made with non-dairy milk, no added fat",Survey (FNDDS)
2343870,"Oatmeal, regular or quick, made with non-dairy milk, fat added",Survey (FNDDS)
2343871,"Oatmeal, instant, plain, made with water, no added fat",Survey (FNDDS)
2343872,"Oatmeal, instant, plain, made with water, fat added",Survey (FNDDS)
2343873,"Oatmeal, instant, plain, made with milk, no added fat",Survey (FNDDS)
2343874,"Oatmeal, instant, plain, made with milk, fat added",Survey (FNDDS)
2343875,"Oatmeal, instant, plain, made with non-dairy milk, no added fat",Survey (FNDDS)
2343876,"Oatmeal, instant, plain, made with non-dairy milk, fat added",Survey (FNDDS)
2343877,"Oatmeal, instant, maple flavored, no added fat",Survey (FNDDS)
2343878,"Oatmeal, instant, maple flavored, fat added",Survey (FNDDS)
2343879,"Oatmeal, instant, fruit flavored, no added fat",Survey (FNDDS)
2343880,"Oatmeal, instant, fruit flavored, fat added",Survey (FNDDS)
2343881,"Oatmeal, reduced sugar",Survey (FNDDS)
2343882,"Oatmeal, multigrain",Survey (FNDDS)
2343883,"Quinoa, NS as to fat",Survey (FNDDS)
2343884,"Quinoa, no added fat",Survey (FNDDS)
2343885,"Quinoa, fat added",Survey (FNDDS)
2343886,"Rice, cooked, NFS",Survey (FNDDS)
2343887,"Rice, white, cooked, NS as to fat",Survey (FNDDS)
2343888,"Rice, white, cooked, made with oil",Survey (FNDDS)
2343889,"Rice, white, cooked, made with butter",Survey (FNDDS)
2343890,"Rice, white, cooked, made with margarine",Survey (FNDDS)
2343891,"Rice, white, cooked, fat added, NS as to fat type",Survey (FNDDS)
2343892,"Rice, white, cooked, no added fat",Survey (FNDDS)
2343893,"Rice, brown, cooked, NS as to fat",Survey (FNDDS)
2343894,"Rice, brown, cooked, fat added, made with oil",Survey (FNDDS)
2343895,"Rice, brown, cooked, made with butter",Survey (FNDDS)
2343896,"Rice, brown, cooked, made with margarine",Survey (FNDDS)
2343897,"Rice, brown, cooked, fat added, NS as to fat type",Survey (FNDDS)
2343898,"Rice, brown, cooked, no added fat",Survey (FNDDS)
2343899,Cream of rice,Survey (FNDDS)
