id,description,dataType
2340941,"Infant formula, Enfamil Gentlease, ready-to-feed",Survey (FNDDS)
2340942,"Infant formula, Enfamil Gentlease, powder, made with tap water",Survey (FNDDS)
2340943,"Infant formula, Enfamil Gentlease, powder, made with bottled water",Survey (FNDDS)
2340944,"Infant formula, Enfamil Gentlease, powder, made with baby water",Survey (FNDDS)
2340945,"Toddler formula, Enfamil Enfagrow",Survey (FNDDS)
2340946,"Toddler formula, PediaSure",Survey (FNDDS)
2340947,"Toddler formula, Nido Kinder",Survey (FNDDS)
2340948,"Toddler formula, store brand, beginning or next stage",Survey (FNDDS)
2340949,"Toddler formula, store brand, pediatric shake",Survey (FNDDS)
2340950,"Infant formula, Gerber, NFS",Survey (FNDDS)
2340951,"Infant formula, Gerber Good Start Gentle, Stage 1, ready-to-feed",Survey (FNDDS)
2340952,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with tap water",Survey (FNDDS)
2340953,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with bottled water",Survey (FNDDS)
2340954,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with baby water",Survey (FNDDS)
2340955,"Infant formula, Gerber Good Start Gentle, Stage 2",Survey (FNDDS)
2340956,"Toddler formula, Gerber Good Start, Stage 3",Survey (FNDDS)
2340957,"Infant formula, premature, powder, made with water",Survey (FNDDS)
2340958,"Infant formula, premature, ready-to-feed",Survey (FNDDS)
2340959,"Infant formula, organic, powder, made with water",Survey (FNDDS)
2340960,"Infant formula, organic, ready-to-feed",Survey (FNDDS)
2340961,"Infant formula, store brand, advantage or tender, powder, made with tap water",Survey (FNDDS)
2340962,"Infant formula, store brand, advantage or tender, powder, made with bottled water",Survey (FNDDS)
2340963,"Infant formula, store brand, advantage or tender, powder, made with baby water",Survey (FNDDS)
2340964,"Infant formula, store brand, gentle or sensitivity",Survey (FNDDS)
2340965,"Infant formula, store brand, added rice",Survey (FNDDS)
2340966,"Infant formula, Enfamil ProSobee, ready-to-feed",Survey (FNDDS)
2340967,"Infant formula, Enfamil ProSobee, powder, made with tap water",Survey (FNDDS)
2340968,"Infant formula, Enfamil ProSobee, powder, made with bottled water",Survey (FNDDS)
2340969,"Infant formula, Enfamil ProSobee, powder, made with baby water",Survey (FNDDS)
2340970,"Infant formula, Similac Isomil Soy, ready-to-feed",Survey (FNDDS)
2340971,"Infant formula, Similac Isomil Soy, powder, made with tap water",Survey (FNDDS)
2340972,"Infant formula, Similac Isomil Soy, powder, made with bottled water",Survey (FNDDS)
2340973,"Infant formula, Similac Isomil Soy, powder, made with baby water",Survey (FNDDS)
2340974,"Infant formula, Similac for Diarrhea",Survey (FNDDS)
2340975,"Infant formula, Gerber Good Start Soy, Stage 1, ready-to-feed",Survey (FNDDS)
2340976,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with tap water",Survey (FNDDS)
2340977,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with bottled water",Survey (FNDDS)
2340978,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with baby water",Survey (FNDDS)
2340979,"Infant formula, store brand, soy",Survey (FNDDS)
2340980,"Infant formula, Enfamil Nutramigen, ready-to-feed",Survey (FNDDS)
2340981,"Infant formula, Enfamil Nutramigen, powder, made with water",Survey (FNDDS)
2340982,"Infant formula, Enfamil Pregestimil, ready-to-feed",Survey (FNDDS)
2340983,"Infant formula, Enfamil Pregestimil, powder, made with water",Survey (FNDDS)
2340984,"Infant formula, amino acids",Survey (FNDDS)
2340985,"Infant formula, low iron",Survey (FNDDS)
2340986,"Milk, dry, not reconstituted, NS as to fat content",Survey (FNDDS)
2340987,"Milk, dry, not reconstituted, fat free (skim)",Survey (FNDDS)
2340988,"Whey, sweet, dry",Survey (FNDDS)
2340989,"Cocoa powder, not reconstituted",Survey (FNDDS)
2340990,"Chocolate beverage powder, dry mix, not reconstituted",Survey (FNDDS)
2340991,"Chocolate beverage powder, light, dry mix, not reconstituted",Survey (FNDDS)
2340992,"Milk, malted, dry mix, not reconstituted",Survey (FNDDS)
2340993,"Strawberry beverage powder, dry mix, not reconstituted",Survey (FNDDS)
2340994,"Cream, NS as to light, heavy, or half and half",Survey (FNDDS)
2340995,"Cream, light",Survey (FNDDS)
2340996,"Cream, half and half",Survey (FNDDS)
2340997,"Cream, half and half, flavored",Survey (FNDDS)
2340998,"Cream, half and half, fat free",Survey (FNDDS)
2340999,"Cream, heavy",Survey (FNDDS)
2341000,"Cream, whipped",Survey (FNDDS)
2341001,"Coffee creamer, NFS",Survey (FNDDS)
2341002,"Coffee creamer, liquid",Survey (FNDDS)
2341003,"Coffee creamer, liquid, flavored",Survey (FNDDS)
2341004,"Coffee creamer, liquid, fat free",Survey (FNDDS)
2341005,"Coffee creamer, liquid, fat free, flavored",Survey (FNDDS)
2341006,"Coffee creamer, liquid, fat free, sugar free, flavored",Survey (FNDDS)
2341007,"Coffee creamer, liquid, sugar free, flavored",Survey (FNDDS)
2341008,"Coffee creamer, powder",Survey (FNDDS)
2341009,"Coffee creamer, powder, flavored",Survey (FNDDS)
2341010,"Coffee creamer, powder, fat free",Survey (FNDDS)
2341011,"Coffee creamer,powder, fat free, flavored",Survey (FNDDS)
2341012,"Coffee creamer,powder, sugar free, flavored",Survey (FNDDS)
2341013,"Coffee creamer, soy, liquid",Survey (FNDDS)
2341014,Whipped topping,Survey (FNDDS)
2341015,"Whipped topping, fat free",Survey (FNDDS)
2341016,"Whipped topping, sugar free",Survey (FNDDS)
2341017,"Sour cream, regular",Survey (FNDDS)
2341018,"Sour cream, light",Survey (FNDDS)
2341019,"Sour cream, fat free",Survey (FNDDS)
2341020,"Sour cream, imitation",Survey (FNDDS)
2341021,"Dip, NFS",Survey (FNDDS)
2341022,"Chipotle dip, regular",Survey (FNDDS)
2341023,"Chipotle dip, light",Survey (FNDDS)
2341024,"Onion dip, regular",Survey (FNDDS)
2341025,"Onion dip, light",Survey (FNDDS)
2341026,"Ranch dip, regular",Survey (FNDDS)
2341027,"Ranch dip, light",Survey (FNDDS)
2341028,"Spinach dip, regular",Survey (FNDDS)
2341029,"Spinach dip, light",Survey (FNDDS)
2341030,"Vegetable dip, regular",Survey (FNDDS)
2341031,"Vegetable dip, light",Survey (FNDDS)
2341032,"Ice cream, NFS",Survey (FNDDS)
2341033,"Ice cream, vanilla",Survey (FNDDS)
2341034,"Ice cream, vanilla, with additional ingredients",Survey (FNDDS)
2341035,"Ice cream, chocolate",Survey (FNDDS)
2341036,"Ice cream, chocolate, with additional ingredients",Survey (FNDDS)
2341037,"Ice cream, soft serve, vanilla",Survey (FNDDS)
2341038,"Ice cream, soft serve, chocolate",Survey (FNDDS)
2341039,"Gelato, vanilla",Survey (FNDDS)
2341040,"Gelato, chocolate",Survey (FNDDS)
2341041,"Ice cream bar, vanilla",Survey (FNDDS)
2341042,"Ice cream bar, vanilla, chocolate coated",Survey (FNDDS)
2341043,Ice cream candy bar,Survey (FNDDS)
2341044,"Ice cream bar, chocolate",Survey (FNDDS)
2341045,"Ice cream sandwich, vanilla",Survey (FNDDS)
2341046,"Ice cream sandwich, chocolate",Survey (FNDDS)
2341047,Ice cream cookie sandwich,Survey (FNDDS)
2341048,"Ice cream cone, scooped, vanilla",Survey (FNDDS)
2341049,"Ice cream cone, scooped, vanilla, waffle cone",Survey (FNDDS)
2341050,"Ice cream cone, NFS",Survey (FNDDS)
2341051,"Ice cream cone, scooped, chocolate",Survey (FNDDS)
2341052,"Ice cream cone, scooped, chocolate, waffle cone",Survey (FNDDS)
2341053,"Ice cream cone, soft serve, vanilla",Survey (FNDDS)
2341054,"Ice cream cone, soft serve, chocolate",Survey (FNDDS)
2341055,"Ice cream cone, soft serve, vanilla, waffle cone",Survey (FNDDS)
2341056,"Ice cream cone, soft serve, chocolate, waffle cone",Survey (FNDDS)
2341057,"Ice cream cone, vanilla, prepackaged",Survey (FNDDS)
2341058,"Ice cream cone, chocolate, prepackaged",Survey (FNDDS)
2341059,"Ice cream soda, flavors other than chocolate",Survey (FNDDS)
2341060,"Ice cream soda, chocolate",Survey (FNDDS)
2341061,"Ice cream sundae, NFS",Survey (FNDDS)
2341062,"Ice cream sundae, fruit topping",Survey (FNDDS)
2341063,Banana split,Survey (FNDDS)
2341064,"Ice cream sundae, hot fudge topping",Survey (FNDDS)
2341065,"Ice cream sundae, caramel topping",Survey (FNDDS)
2341066,"Ice cream, fried",Survey (FNDDS)
2341067,"Light ice cream, NFS",Survey (FNDDS)
2341068,"Light ice cream, vanilla",Survey (FNDDS)
2341069,"Light ice cream, chocolate",Survey (FNDDS)
2341070,"Soft serve, blended with candy or cookies, from fast food",Survey (FNDDS)
2341071,"Light ice cream sandwich, vanilla",Survey (FNDDS)
2341072,"Light ice cream sandwich, chocolate",Survey (FNDDS)
2341073,"Light ice cream bar, vanilla",Survey (FNDDS)
2341074,"Light ice cream bar, vanilla, chocolate coated",Survey (FNDDS)
2341075,"Light ice cream bar, chocolate",Survey (FNDDS)
2341076,Creamsicle,Survey (FNDDS)
2341077,Fudgesicle,Survey (FNDDS)
2341078,"Light ice cream cone, vanilla, prepackaged",Survey (FNDDS)
2341079,"Light ice cream cone, chocolate, prepackaged",Survey (FNDDS)
2341080,"Sherbet, all flavors",Survey (FNDDS)
2341081,"Fudgesicle, light",Survey (FNDDS)
2341082,"Pudding, chocolate, NFS",Survey (FNDDS)
2341083,"Pudding, bread",Survey (FNDDS)
2341084,"Pudding, flavors other than chocolate, NFS",Survey (FNDDS)
2341085,Custard,Survey (FNDDS)
2341086,Flan,Survey (FNDDS)
2341087,Creme brulee,Survey (FNDDS)
2341088,"Pudding, rice",Survey (FNDDS)
2341089,"Firni, Indian pudding",Survey (FNDDS)
2341090,"Pudding, tapioca, made from dry mix",Survey (FNDDS)
2341091,"Pudding, flavors other than chocolate, made from dry mix",Survey (FNDDS)
2341092,"Pudding, chocolate, made from dry mix",Survey (FNDDS)
2341093,"Pudding, flavors other than chocolate, made from dry mix, sugar free",Survey (FNDDS)
2341094,"Pudding, chocolate, made from dry mix, sugar free",Survey (FNDDS)
2341095,"Pudding, flavors other than chocolate, ready-to-eat",Survey (FNDDS)
2341096,"Pudding, flavors other than chocolate, ready-to-eat, sugar free",Survey (FNDDS)
2341097,"Pudding, chocolate, ready-to-eat",Survey (FNDDS)
2341098,"Pudding, chocolate, ready-to-eat, sugar free",Survey (FNDDS)
2341099,"Pudding, tapioca, ready-to-eat",Survey (FNDDS)
2341100,Banana pudding,Survey (FNDDS)
2341101,Mousse,Survey (FNDDS)
2341102,Dulce de leche,Survey (FNDDS)
2341103,"Barfi or Burfi, Indian dessert",Survey (FNDDS)
2341104,Trifle,Survey (FNDDS)
2341105,Tiramisu,Survey (FNDDS)
2341106,White sauce or gravy,Survey (FNDDS)
2341107,"Cheese, NFS",Survey (FNDDS)
2341108,"Cheese, Blue or Roquefort",Survey (FNDDS)
2341109,"Cheese, Brick",Survey (FNDDS)
2341110,"Cheese, Camembert",Survey (FNDDS)
2341111,"Cheese, Brie",Survey (FNDDS)
2341112,"Cheese, Cheddar",Survey (FNDDS)
2341113,"Cheese, Cheddar, reduced fat",Survey (FNDDS)
2341114,"Cheese, Cheddar, nonfat or fat free",Survey (FNDDS)
2341115,"Cheese, Colby",Survey (FNDDS)
2341116,"Cheese, Colby Jack",Survey (FNDDS)
2341117,"Cheese, Feta",Survey (FNDDS)
2341118,"Cheese, Fontina",Survey (FNDDS)
2341119,"Cheese, goat",Survey (FNDDS)
2341120,"Cheese, Gouda or Edam",Survey (FNDDS)
2341121,"Cheese, Gruyere",Survey (FNDDS)
2341122,"Cheese, Limburger",Survey (FNDDS)
2341123,"Cheese, Monterey",Survey (FNDDS)
2341124,"Cheese, Monterey, reduced fat",Survey (FNDDS)
2341125,"Cheese, Mozzarella, NFS",Survey (FNDDS)
2341126,"Cheese, Mozzarella, part skim",Survey (FNDDS)
2341127,"Cheese, Mozzarella, reduced sodium",Survey (FNDDS)
2341128,"Cheese, Mozzarella, nonfat or fat free",Survey (FNDDS)
2341129,"Cheese, Muenster",Survey (FNDDS)
2341130,"Cheese, Muenster, reduced fat",Survey (FNDDS)
2341131,"Cheese, Parmesan, dry grated",Survey (FNDDS)
2341132,"Cheese, Parmesan, dry grated, reduced fat",Survey (FNDDS)
2341133,"Cheese, Parmesan, hard",Survey (FNDDS)
2341134,"Cheese, Parmesan, dry grated, fat free",Survey (FNDDS)
2341135,"Cheese, Port du Salut",Survey (FNDDS)
2341136,"Cheese, Provolone",Survey (FNDDS)
2341137,"Cheese, provolone, reduced fat",Survey (FNDDS)
2341138,"Cheese, Swiss",Survey (FNDDS)
2341139,"Cheese, Swiss, reduced sodium",Survey (FNDDS)
2341140,"Cheese, Swiss, reduced fat",Survey (FNDDS)
2341141,"Cheese, Swiss, nonfat or fat free",Survey (FNDDS)
2341142,"Cheese, Cheddar, reduced sodium",Survey (FNDDS)
2341143,"Cheese, paneer",Survey (FNDDS)
2341144,"Cheese, Mexican blend",Survey (FNDDS)
2341145,"Cheese, Mexican blend, reduced fat",Survey (FNDDS)
2341146,"Queso Anejo, aged Mexican cheese",Survey (FNDDS)
2341147,Queso Asadero,Survey (FNDDS)
2341148,Queso Fresco,Survey (FNDDS)
2341149,Queso cotija,Survey (FNDDS)
2341150,"Cheese, cottage, NFS",Survey (FNDDS)
2341151,"Cheese, cottage, creamed, large or small curd",Survey (FNDDS)
2341152,"Cottage cheese, farmer's",Survey (FNDDS)
2341153,"Cheese, Ricotta",Survey (FNDDS)
2341154,"Cheese, cottage, with fruit",Survey (FNDDS)
2341155,"Cheese, cottage, with vegetables",Survey (FNDDS)
2341156,"Cheese, cottage, dry curd",Survey (FNDDS)
2341157,"Cheese, cottage, salted, dry curd",Survey (FNDDS)
2341158,Puerto Rican white cheese,Survey (FNDDS)
2341159,"Cheese, cottage, low fat",Survey (FNDDS)
2341160,"Cheese, cottage, lowfat, with fruit",Survey (FNDDS)
2341161,"Cheese, cottage, lowfat, low sodium",Survey (FNDDS)
2341162,"Cheese, cottage, lowfat, lactose reduced",Survey (FNDDS)
2341163,"Cream cheese, regular, plain",Survey (FNDDS)
2341164,"Cream cheese, regular, flavored",Survey (FNDDS)
2341165,"Cream cheese, light",Survey (FNDDS)
2341166,"Cheese, American and Swiss blends",Survey (FNDDS)
2341167,"Cheese, American",Survey (FNDDS)
2341168,"Cheese, American, reduced fat",Survey (FNDDS)
2341169,"Cheese, American, nonfat or fat free",Survey (FNDDS)
2341170,"Cheese, American, reduced sodium",Survey (FNDDS)
2341171,"Cheese spread, American or Cheddar cheese base, reduced fat",Survey (FNDDS)
2341172,"Cream cheese spread, fat free",Survey (FNDDS)
2341173,"Cheese, processed cheese food",Survey (FNDDS)
2341174,"Cheese, processed, with vegetables",Survey (FNDDS)
2341175,"Cheese,  with wine",Survey (FNDDS)
2341176,"Cheese spread, American or Cheddar cheese base",Survey (FNDDS)
2341177,"Cheese spread, Swiss cheese base",Survey (FNDDS)
2341178,"Cheese spread, cream cheese, regular",Survey (FNDDS)
2341179,"Cheese spread, cream cheese, light",Survey (FNDDS)
2341180,"Cheese spread, pressurized can",Survey (FNDDS)
2341181,Imitation cheese,Survey (FNDDS)
2341182,"Cheese, cottage cheese, with gelatin dessert",Survey (FNDDS)
2341183,"Cheese, cottage cheese, with gelatin dessert and fruit",Survey (FNDDS)
2341184,"Cheese, cottage cheese, with gelatin dessert and vegetables",Survey (FNDDS)
2341185,Cheese ball,Survey (FNDDS)
2341186,Artichoke dip,Survey (FNDDS)
2341187,Spinach and artichoke dip,Survey (FNDDS)
2341188,Seafood dip,Survey (FNDDS)
2341189,Cheese dip with chili pepper,Survey (FNDDS)
2341190,Cheese dip,Survey (FNDDS)
2341191,Topping from cheese pizza,Survey (FNDDS)
2341192,Topping from vegetable pizza,Survey (FNDDS)
2341193,Topping from meat pizza,Survey (FNDDS)
2341194,Topping from meat and vegetable pizza,Survey (FNDDS)
2341195,Cheese fondue,Survey (FNDDS)
2341196,Cheese souffle,Survey (FNDDS)
2341197,Welsh rarebit,Survey (FNDDS)
2341198,"Cheese sandwich, NFS",Survey (FNDDS)
2341199,"Cheese sandwich, American cheese, on white bread",Survey (FNDDS)
2341200,"Cheese sandwich, American cheese, on wheat bread",Survey (FNDDS)
2341201,"Cheese sandwich, cheddar cheese, on white bread",Survey (FNDDS)
2341202,"Cheese sandwich, cheddar cheese, on wheat bread",Survey (FNDDS)
2341203,"Cheese sandwich, reduced fat cheese, on white bread",Survey (FNDDS)
2341204,"Cheese sandwich, reduced fat cheese, on wheat bread",Survey (FNDDS)
2341205,"Grilled cheese sandwich, NFS",Survey (FNDDS)
2341206,"Grilled cheese sandwich, American cheese, on white bread",Survey (FNDDS)
2341207,"Grilled cheese sandwich, American cheese, on wheat bread",Survey (FNDDS)
2341208,"Grilled cheese sandwich, cheddar cheese, on white bread",Survey (FNDDS)
2341209,"Grilled cheese sandwich, cheddar cheese, on wheat bread",Survey (FNDDS)
2341210,"Grilled cheese sandwich, reduced fat cheese, on white bread",Survey (FNDDS)
2341211,"Grilled cheese sandwich, reduced fat cheese, on wheat bread",Survey (FNDDS)
2341212,Cheese sauce,Survey (FNDDS)
2341213,Alfredo sauce,Survey (FNDDS)
2341214,Alfredo sauce with added vegetables,Survey (FNDDS)
2341215,Alfredo sauce with meat,Survey (FNDDS)
2341216,Alfredo sauce with meat and added vegetables,Survey (FNDDS)
2341217,Alfredo sauce with poultry,Survey (FNDDS)
2341218,Alfredo sauce with poultry and added vegetables,Survey (FNDDS)
2341219,Alfredo sauce with seafood,Survey (FNDDS)
2341220,Alfredo sauce with seafood and added vegetables,Survey (FNDDS)
2341221,"Mozzarella sticks, breaded, baked, or fried",Survey (FNDDS)
2341222,"Mozzarella cheese, tomato, and basil, with oil and vinegar dressing",Survey (FNDDS)
